"id","name","pokemonBase","tipo1","tipo2","ps","ataque","defensa","ataqueEsp","defensaEsp","velocidad","sprite","slug"
"camerupt","Camerupt","Camerupt","Fuego","Tierra","70","100","70","105","75","40","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Camerupt"
"Mega-Camerupt","Mega-Camerupt","Camerupt","Fuego","Tierra","70","120","100","145","105","20","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Camerupt"
"capsakid","Capsakid","Capsakid","Planta",,"50","62","40","62","40","50","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Capsakid"
"cara-de-hielo","Cara de hielo","Eiscue","Hielo",,"75","80","110","65","90","50","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Eiscue"
"cara-deshielo","Cara deshielo","Eiscue","Hielo",,"75","80","70","65","50","130","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Eiscue"
"carbink","Carbink","Carbink","Roca","Hada","50","50","150","50","150","50","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Carbink"
"carkol","Carkol","Carkol","Roca","Fuego","80","60","90","60","70","50","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Carkol"
"carnivine","Carnivine","Carnivine","Planta",,"74","100","72","90","72","46","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/71/latest/20251020124243/Tipo_insecto_LPZA.png/80px-Tipo_insecto_LPZA.png","Carnivine"
"carracosta","Carracosta","Carracosta","Agua","Roca","74","108","133","83","65","32","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Carracosta"
"carvanha","Carvanha","Carvanha","Agua","Siniestro","45","90","20","65","20","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Carvanha"
"cascoon","Cascoon","Cascoon","Bicho",,"50","35","55","25","25","15","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/46/latest/20251020084914/Tipo_acero_LPZA.png/80px-Tipo_acero_LPZA.png","Cascoon"
"castform","Castform","Castform","Normal",,"70","70","70","70","70","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Castform"
"caterpie","Caterpie","Caterpie","Bicho",,"45","30","35","20","20","45","https://images.wikidexcdn.net/mwuploads/wikidex/5/5a/latest/20260306180611/Cuarta_generaci%C3%B3n.svg","Caterpie"
"celebi","Celebi","Celebi","Psíquico","Planta","100","100","100","100","100","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5e/latest/20251020084951/Tipo_siniestro_LPZA.png/80px-Tipo_siniestro_LPZA.png","Celebi"
"celesteela","Celesteela","Celesteela","Acero","Volador","97","101","103","107","101","61","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Celesteela"
"centiskorch","Centiskorch","Centiskorch","Fuego","Bicho","100","115","65","90","90","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e4/latest/20251020084855/Tipo_tierra_LPZA.png/80px-Tipo_tierra_LPZA.png","Centiskorch"
"ceruledge","Ceruledge","Ceruledge","Fuego","Fantasma","75","125","80","60","100","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Ceruledge"
"cetitan","Cetitan","Cetitan","Hielo",,"170","113","65","45","55","73","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Cetitan"
"cetoddle","Cetoddle","Cetoddle","Hielo",,"108","68","45","30","40","43","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Cetoddle"
"chandelure","Chandelure","Chandelure","Fantasma","Fuego","60","55","90","145","90","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Chandelure"
"chansey","Chansey","Chansey","Normal",,"250","5","5","35","105","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Chansey"
"charcadet","Charcadet","Charcadet","Fuego",,"40","50","40","50","40","35","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Charcadet"
"charizard","Charizard","Charizard","Fuego","Volador","78","84","78","109","85","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Charizard"
"charjabug","Charjabug","Charjabug","Bicho","Eléctrico","57","82","95","55","75","36","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Charjabug"
"charmander","Charmander","Charmander","Fuego",,"39","52","43","60","50","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5e/latest/20251020084951/Tipo_siniestro_LPZA.png/80px-Tipo_siniestro_LPZA.png","Charmander"
"charmeleon","Charmeleon","Charmeleon","Fuego",,"58","64","58","80","65","80","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Charmeleon"
"chatot","Chatot","Chatot","Normal","Volador","76","65","45","92","42","91","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20251020084843/Tipo_volador_LPZA.png/80px-Tipo_volador_LPZA.png","Chatot"
"cherrim","Cherrim","Cherrim","Planta",,"70","60","70","87","78","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20251020084928/Tipo_planta_LPZA.png/80px-Tipo_planta_LPZA.png","Cherrim"
"cherubi","Cherubi","Cherubi","Planta",,"45","35","45","62","53","35","https://images.wikidexcdn.net/mwuploads/wikidex/5/5a/latest/20260306180611/Cuarta_generaci%C3%B3n.svg","Cherubi"
"chesnaught","Chesnaught","Chesnaught","Planta","Lucha","88","107","122","74","75","64","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Chesnaught"
"chespin","Chespin","Chespin","Planta",,"56","61","65","48","45","38","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Chespin"
"chewtle","Chewtle","Chewtle","Agua",,"50","64","50","38","38","44","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Chewtle"
"chi-yu","Chi-Yu","Chi-Yu","Siniestro","Fuego","55","80","80","135","120","100","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Chi-Yu"
"chien-pao","Chien-Pao","Chien-Pao","Siniestro","Hielo","80","120","80","90","65","135","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Chien-Pao"
"chikorita","Chikorita","Chikorita","Planta",,"45","49","65","49","65","45","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20251020084928/Tipo_planta_LPZA.png/80px-Tipo_planta_LPZA.png","Chikorita"
"chimchar","Chimchar","Chimchar","Fuego",,"44","58","44","58","44","61","https://images.wikidexcdn.net/mwuploads/wikidex/5/5a/latest/20260306180611/Cuarta_generaci%C3%B3n.svg","Chimchar"
"chimecho","Chimecho","Chimecho","Psíquico",,"75","50","80","95","90","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Chimecho"
"chinchou","Chinchou","Chinchou","Agua","Eléctrico","75","38","38","56","56","67","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c6/latest/20251020084932/Tipo_el%C3%A9ctrico_LPZA.png/80px-Tipo_el%C3%A9ctrico_LPZA.png","Chinchou"
"chingling","Chingling","Chingling","Psíquico",,"45","30","50","65","50","45","https://images.wikidexcdn.net/mwuploads/wikidex/5/5a/latest/20260306180611/Cuarta_generaci%C3%B3n.svg","Chingling"
"cinccino","Cinccino","Cinccino","Normal",,"75","95","60","65","60","115","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Cinccino"
"cinderace","Cinderace","Cinderace","Fuego",,"80","116","75","65","75","119","https://images.wikidexcdn.net/mwuploads/wikidex/7/70/latest/20260318173154/X4.svg","Cinderace"
"clamperl","Clamperl","Clamperl","Agua",,"35","64","85","74","55","32","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20251020084923/Tipo_agua_LPZA.png/80px-Tipo_agua_LPZA.png","Clamperl"
"clauncher","Clauncher","Clauncher","Agua",,"50","53","62","58","63","44","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Clauncher"
"clawitzer","Clawitzer","Clawitzer","Agua",,"71","73","88","120","89","59","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Clawitzer"
"claydol","Claydol","Claydol","Tierra","Psíquico","60","70","105","70","120","75","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20251020084937/Tipo_ps%C3%ADquico_LPZA.png/80px-Tipo_ps%C3%ADquico_LPZA.png","Claydol"
"clefable","Clefable","Clefable","Hada",,"95","70","73","95","90","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Clefable"
"clefairy","Clefairy","Clefairy","Hada",,"70","45","48","60","65","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Clefairy"
"cleffa","Cleffa","Cleffa","Hada",,"50","25","28","45","55","15","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Cleffa"
"clobbopus","Clobbopus","Clobbopus","Lucha",,"50","68","60","50","50","32","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Clobbopus"
"clodsire","Clodsire","Clodsire","Veneno","Tierra","130","75","60","45","100","20","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Clodsire"
"cloyster","Cloyster","Cloyster","Agua","Hielo","50","95","180","85","45","70","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Cloyster"
"coalossal","Coalossal","Coalossal","Roca","Fuego","110","80","120","80","90","30","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Coalossal"
"cobalion","Cobalion","Cobalion","Acero","Lucha","91","90","129","90","72","108","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Cobalion"
"codigo-cero","Código Cero","Código Cero","Normal",,"95","95","95","95","95","59","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Código_Cero"
"cofagrigus","Cofagrigus","Cofagrigus","Fantasma",,"58","50","145","95","105","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Cofagrigus"
"colagrito","Colagrito","Colagrito","Hada","Psíquico","115","65","99","65","115","111","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Colagrito"
"colmilargo","Colmilargo","Colmilargo","Tierra","Lucha","115","131","131","53","53","87","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Colmilargo"
"combee","Combee","Combee","Bicho","Volador","30","30","42","30","42","70","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20251020084843/Tipo_volador_LPZA.png/80px-Tipo_volador_LPZA.png","Combee"
"combusken","Combusken","Combusken","Fuego","Lucha","60","85","60","85","60","55","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2e/latest/20251020124236/Tipo_pelea_LPZA.png/80px-Tipo_pelea_LPZA.png","Combusken"
"comfey","Comfey","Comfey","Hada",,"51","52","90","82","110","100","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Comfey"
"conkeldurr","Conkeldurr","Conkeldurr","Lucha",,"105","140","95","55","65","45","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Conkeldurr"
"copperajah","Copperajah","Copperajah","Acero",,"122","130","69","80","69","30","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Copperajah"
"corphish","Corphish","Corphish","Agua",,"43","80","65","50","35","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20251020084923/Tipo_agua_LPZA.png/80px-Tipo_agua_LPZA.png","Corphish"
"corsola","Corsola","Corsola","Agua","Roca","65","55","95","65","95","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/89/latest/20251020084910/Tipo_fantasma_LPZA.png/80px-Tipo_fantasma_LPZA.png","Corsola"
"corsola-de-galar","Corsola de Galar","Corsola","Fantasma",,"60","55","100","65","100","30","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Corsola_de_Galar"
"corviknight","Corviknight","Corviknight","Volador","Acero","98","87","105","53","85","67","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Corviknight"
"corvisquire","Corvisquire","Corvisquire","Volador",,"68","67","55","43","55","77","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Corvisquire"
"cosmoem","Cosmoem","Cosmoem","Psíquico",,"43","29","131","29","131","37","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d7/latest/20260424152101/Tipo_ps%C3%ADquico_EpEc.png/82px-Tipo_ps%C3%ADquico_EpEc.png","Cosmoem"
"cosmog","Cosmog","Cosmog","Psíquico",,"43","29","31","29","31","37","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Cosmog"
"cottonee","Cottonee","Cottonee","Planta","Hada","40","27","60","37","50","66","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Cottonee"
"crabominable","Crabominable","Crabominable","Lucha","Hielo","97","132","77","62","67","43","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Crabominable"
"Mega-Crabominable","Mega-Crabominable","Crabominable","Lucha","Hielo","97","157","122","62","107","33","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Crabominable"
"crabrawler","Crabrawler","Crabrawler","Lucha",,"47","82","57","42","47","63","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Crabrawler"
"cradily","Cradily","Cradily","Roca","Planta","86","81","97","81","107","43","https://images.wikidexcdn.net/mwuploads/wikidex/4/4a/latest/20260306153335/Tercera_generaci%C3%B3n.svg","Cradily"
"cramorant","Cramorant","Cramorant","Volador","Agua","70","85","55","85","95","85","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Cramorant"
"cranidos","Cranidos","Cranidos","Roca",,"67","125","40","30","30","58","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/46/latest/20251020084914/Tipo_acero_LPZA.png/80px-Tipo_acero_LPZA.png","Cranidos"
"crawdaunt","Crawdaunt","Crawdaunt","Agua","Siniestro","63","120","85","90","55","55","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Crawdaunt"
"cresselia","Cresselia","Cresselia","Psíquico",,"120","70","110","75","120","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e4/latest/20251020084855/Tipo_tierra_LPZA.png/80px-Tipo_tierra_LPZA.png","Cresselia"
"croagunk","Croagunk","Croagunk","Veneno","Lucha","48","61","40","61","40","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3f/latest/20251020084849/Tipo_veneno_LPZA.png/80px-Tipo_veneno_LPZA.png","Croagunk"
"crobat","Crobat","Crobat","Veneno","Volador","85","90","80","70","80","130","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Crobat"
"crocalor","Crocalor","Crocalor","Fuego",,"81","55","78","90","58","49","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Crocalor"
"croconaw","Croconaw","Croconaw","Agua",,"65","80","80","59","63","58","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/32/latest/20251020084942/Tipo_hielo_LPZA.png/80px-Tipo_hielo_LPZA.png","Croconaw"
"crustle","Crustle","Crustle","Bicho","Roca","70","105","125","65","75","45","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Crustle"
"cryogonal","Cryogonal","Cryogonal","Hielo",,"80","50","50","95","135","105","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Cryogonal"
"cubchoo","Cubchoo","Cubchoo","Hielo",,"55","70","40","60","40","40","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Cubchoo"
"cubone","Cubone","Cubone","Tierra",,"50","50","95","40","50","35","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Cubone"
"cufant","Cufant","Cufant","Acero",,"72","80","49","40","49","40","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Cufant"
"cursola","Cursola","Cursola","Fantasma",,"60","95","50","145","130","30","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Cursola"
"cutiefly","Cutiefly","Cutiefly","Bicho","Hada","40","45","40","55","40","84","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Cutiefly"
"cyclizar","Cyclizar","Cyclizar","Dragón","Normal","70","95","65","85","65","121","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Cyclizar"
"cyndaquil","Cyndaquil","Cyndaquil","Fuego",,"39","52","43","60","50","65","https://images.wikidexcdn.net/mwuploads/wikidex/3/38/latest/20260306153303/Segunda_generaci%C3%B3n.svg","Cyndaquil"
"dachsbun","Dachsbun","Dachsbun","Hada",,"57","80","115","50","80","95","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Dachsbun"
"darkrai","Darkrai","Darkrai","Siniestro",,"70","90","90","135","90","125","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3b/latest/20251020084947/Tipo_drag%C3%B3n_LPZA.png/80px-Tipo_drag%C3%B3n_LPZA.png","Darkrai"
"Mega-Darkrai","Mega-Darkrai","Darkrai","Siniestro",,"70","120","130","165","130","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3b/latest/20251020084947/Tipo_drag%C3%B3n_LPZA.png/80px-Tipo_drag%C3%B3n_LPZA.png","Darkrai"
"dartrix","Dartrix","Dartrix","Planta","Volador","78","75","75","70","70","52","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20251020084928/Tipo_planta_LPZA.png/80px-Tipo_planta_LPZA.png","Dartrix"
